Date,Weekday,Month,Season,Holiday,Temperature,Humidity,Windy,Outlook,Crowdedness,Play_A,PlayTimeHour_A,Play_B,PlayTimeHour_B,Play_C,PlayTimeHour_C,Play_D,PlayTimeHour_D,Play_E,PlayTimeHour_E,Play_F,PlayTimeHour_F,Play_G,PlayTimeHour_G
2021-12-15,2,Dec,Autumn,0,7.8,64.0,1,rainy,0.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-16,3,Dec,Autumn,0,6.7,50.0,0,overcast,0.6,1,3.1,0,0.0,1,4.6,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-17,4,Dec,Autumn,0,7.1,55.0,1,overcast,0.67,0,0.0,1,3.1,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0
2021-12-18,5,Dec,Autumn,0,6.6,56.0,1,sunny,0.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-19,6,Dec,Autumn,0,4.9,57.0,1,overcast,0.7,0,0.0,1,3.2,0,0.0,1,3.5,0,0.0,0,0.0,0,0.0
2021-12-20,0,Dec,Autumn,0,3.3,50.0,0,overcast,0.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-21,1,Dec,Winter,0,2.7,68.0,0,sunny,0.57,0,0.0,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0
2021-12-22,2,Dec,Winter,0,3.8,50.0,1,sunny,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0,0,0.0
2021-12-23,3,Dec,Winter,0,4.5,43.0,1,sunny,0.57,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9,0,0.0,0,0.0
2021-12-24,4,Dec,Winter,0,5.4,50.0,0,sunny,0.71,1,3.3,0,0.0,1,4.4,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-25,5,Dec,Winter,0,5.5,26.0,1,sunny,0.76,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0
2021-12-26,6,Dec,Winter,0,5.1,39.0,1,overcast,0.62,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0
2021-12-27,0,Dec,Winter,0,5.2,50.0,0,sunny,0.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-28,1,Dec,Winter,0,4.2,50.0,1,sunny,0.63,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0
2021-12-29,2,Dec,Winter,0,3.1,50.0,1,overcast,0.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021-12-30,3,Dec,Winter,0,2.8,50.0,1,overcast,0.51,0,0.0,0,0.0,0,0.0,1,3.4,0,0.0,0,0.0,0,0.0
2021-12-31,4,Dec,Winter,0,3.8,47.0,1,overcast,0.63,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2022-01-01,5,Jan,Winter,1,6.0,56.0,0,sunny,0.78,1,3.4,0,0.0,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0
2022-01-02,6,Jan,Winter,0,8.4,59.0,0,sunny,0.83,1,3.3,0,0.0,1,4.8,0,0.0,1,2.8,0,0.0,0,0.0
2022-01-03,0,Jan,Winter,0,8.6,54.0,1,overcast,0.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-01-04,1,Jan,Winter,0,7.5,56.0,0,sunny,0.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-01-05,2,Jan,Winter,0,6.0,60.0,1,rainy,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-01-06,3,Jan,Winter,0,3.8,43.0,1,overcast,0.51,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0
2022-01-07,4,Jan,Winter,0,2.2,52.0,0,overcast,0.64,0,0.0,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2022-01-08,5,Jan,Winter,0,0.2,45.0,1,snow,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0
2022-01-09,6,Jan,Winter,0,-0.5,45.0,1,snow,0.49,0,0.0,0,0.0,0,0.0,1,3.5,0,0.0,1,3.7,0,0.0
2022-01-10,0,Jan,Winter,1,-0.4,71.0,1,snow,0.56,0,0.0,1,3.1,0,0.0,1,4.0,1,2.8,1,3.5,1,3.1
2022-01-11,1,Jan,Winter,0,0.4,58.0,1,snow,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-01-12,2,Jan,Winter,0,0.6,51.0,0,snow,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-01-13,3,Jan,Winter,0,1.3,52.0,0,snow,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0
2022-01-14,4,Jan,Winter,0,1.6,33.0,1,snow,0.54,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,1,3.4,0,0.0
2022-01-15,5,Jan,Winter,0,0.2,59.0,1,overcast,0.57,0,0.0,1,3.1,0,0.0,1,4.2,0,0.0,1,3.4,0,0.0
2022-01-16,6,Jan,Winter,0,-0.6,35.0,1,sunny,0.58,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2022-01-17,0,Jan,Winter,0,-1.1,70.0,1,snow,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0
2022-01-18,1,Jan,Winter,0,0.4,50.0,1,snow,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0
2022-01-19,2,Jan,Winter,0,3.3,44.0,1,sunny,0.51,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9,0,0.0,0,0.0
2022-01-20,3,Jan,Winter,0,4.2,64.0,1,rainy,0.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-01-21,4,Jan,Winter,0,4.1,43.0,1,overcast,0.61,0,0.0,0,0.0,0,0.0,1,3.5,0,0.0,0,0.0,0,0.0
2022-01-22,5,Jan,Winter,0,3.6,43.0,1,overcast,0.68,0,0.0,1,3.3,0,0.0,1,3.8,0,0.0,1,3.1,0,0.0
2022-01-23,6,Jan,Winter,0,3.0,47.0,1,overcast,0.72,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0
2022-01-24,0,Jan,Winter,0,2.3,46.0,1,sunny,0.57,0,0.0,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0
2022-01-25,1,Jan,Winter,0,2.3,52.0,1,overcast,0.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-01-26,2,Jan,Winter,0,1.8,39.0,1,snow,0.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-01-27,3,Jan,Winter,0,1.3,38.0,0,snow,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0
2022-01-28,4,Jan,Winter,0,0.7,53.0,1,snow,0.35,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,1,3.3,0,0.0
2022-01-29,5,Jan,Winter,0,0.3,47.0,0,overcast,0.75,1,3.2,1,3.1,1,4.7,1,3.3,0,0.0,1,3.4,0,0.0
2022-01-30,6,Jan,Winter,0,1.1,37.0,0,snow,0.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.5,0,0.0
2022-01-31,0,Jan,Winter,0,4.1,62.0,0,overcast,0.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-01,1,Feb,Winter,0,6.0,56.0,0,sunny,0.55,0,0.0,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0,0,0.0
2022-02-02,2,Feb,Winter,0,6.6,60.0,1,overcast,0.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-03,3,Feb,Winter,0,5.4,52.0,1,sunny,0.58,0,0.0,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,0,0.0
2022-02-04,4,Feb,Winter,0,3.8,51.0,0,overcast,0.7,1,3.1,0,0.0,1,4.6,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-05,5,Feb,Winter,0,3.1,47.0,1,sunny,0.63,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0
2022-02-06,6,Feb,Winter,0,3.2,37.0,1,overcast,0.6,0,0.0,1,3.4,1,4.4,1,4.1,0,0.0,1,3.4,0,0.0
2022-02-07,0,Feb,Winter,0,4.1,28.0,0,sunny,0.6,1,3.1,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0
2022-02-08,1,Feb,Winter,0,4.7,52.0,1,overcast,0.51,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0
2022-02-09,2,Feb,Winter,0,4.9,19.0,1,overcast,0.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-10,3,Feb,Winter,0,5.6,52.0,0,overcast,0.62,0,0.0,0,0.0,1,4.6,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-11,4,Feb,Winter,1,5.1,37.0,0,overcast,0.69,1,3.3,1,3.4,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-12,5,Feb,Winter,0,4.8,41.0,1,sunny,0.73,1,3.2,0,0.0,0,0.0,1,3.4,1,3.0,1,3.1,0,0.0
2022-02-13,6,Feb,Winter,0,4.2,50.0,1,overcast,0.66,0,0.0,1,3.2,0,0.0,1,3.7,0,0.0,0,0.0,0,0.0
2022-02-14,0,Feb,Winter,0,3.7,68.0,1,rainy,0.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-15,1,Feb,Winter,0,4.2,58.0,0,sunny,0.64,0,0.0,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0,0,0.0
2022-02-16,2,Feb,Winter,0,4.5,52.0,1,overcast,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-17,3,Feb,Winter,0,3.8,36.0,0,sunny,0.53,1,3.3,0,0.0,1,4.4,0,0.0,1,3.1,0,0.0,0,0.0
2022-02-18,4,Feb,Winter,0,3.5,50.0,1,overcast,0.65,0,0.0,0,0.0,0,0.0,1,3.5,0,0.0,0,0.0,0,0.0
2022-02-19,5,Feb,Winter,0,3.1,51.0,1,overcast,0.67,0,0.0,0,0.0,0,0.0,1,3.6,0,0.0,0,0.0,0,0.0
2022-02-20,6,Feb,Winter,0,3.7,62.0,1,rainy,0.56,0,0.0,1,3.4,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0
2022-02-21,0,Feb,Winter,0,4.6,57.0,0,overcast,0.63,0,0.0,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-22,1,Feb,Winter,0,4.4,53.0,1,sunny,0.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-23,2,Feb,Winter,1,3.8,61.0,1,rainy,0.68,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-24,3,Feb,Winter,0,1.9,37.0,0,snow,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0
2022-02-25,4,Feb,Winter,0,0.5,33.0,0,overcast,0.69,0,0.0,0,0.0,1,4.4,0,0.0,0,0.0,0,0.0,0,0.0
2022-02-26,5,Feb,Winter,0,0.1,63.0,1,sunny,0.74,0,0.0,0,0.0,0,0.0,1,3.4,0,0.0,1,3.1,0,0.0
2022-02-27,6,Feb,Winter,0,1.1,34.0,0,snow,0.51,1,3.1,0,0.0,0,0.0,0,0.0,0,0.0,1,3.8,0,0.0
2022-02-28,0,Feb,Winter,0,2.7,40.0,1,overcast,0.52,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0
2022-03-01,1,Mar,Winter,0,3.9,75.0,0,sunny,0.54,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,1,3.3
2022-03-02,2,Mar,Winter,0,4.3,64.0,1,overcast,0.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-03,3,Mar,Winter,0,6.2,36.0,1,sunny,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-04,4,Mar,Winter,0,6.8,60.0,1,overcast,0.68,0,0.0,1,3.1,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0
2022-03-05,5,Mar,Winter,0,7.4,61.0,1,rainy,0.73,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-06,6,Mar,Winter,0,6.2,56.0,1,overcast,0.6,0,0.0,1,3.4,0,0.0,1,3.7,0,0.0,0,0.0,0,0.0
2022-03-07,0,Mar,Winter,0,4.4,50.0,1,sunny,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9,0,0.0,0,0.0
2022-03-08,1,Mar,Winter,0,4.9,43.0,0,sunny,0.51,1,3.5,0,0.0,1,4.7,0,0.0,1,4.0,0,0.0,0,0.0
2022-03-09,2,Mar,Winter,0,5.9,66.0,0,overcast,0.57,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9,0,0.0,0,0.0
2022-03-10,3,Mar,Winter,0,5.5,60.0,0,rainy,0.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-11,4,Mar,Winter,0,4.7,50.0,0,overcast,0.73,1,3.1,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-12,5,Mar,Winter,0,3.7,58.0,1,overcast,0.67,0,0.0,1,3.3,0,0.0,1,3.9,0,0.0,1,3.1,0,0.0
2022-03-13,6,Mar,Winter,0,5.4,56.0,1,overcast,0.75,0,0.0,1,3.4,1,4.4,1,3.8,0,0.0,1,3.1,0,0.0
2022-03-14,0,Mar,Winter,0,7.6,52.0,1,overcast,0.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-15,1,Mar,Winter,0,9.1,48.0,1,overcast,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-16,2,Mar,Winter,0,8.7,56.0,1,sunny,0.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-17,3,Mar,Winter,0,8.1,46.0,1,sunny,0.65,0,0.0,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0
2022-03-18,4,Mar,Winter,0,7.0,49.0,1,sunny,0.7,0,0.0,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0
2022-03-19,5,Mar,Winter,0,7.0,46.0,1,sunny,0.67,1,3.2,1,3.1,1,4.4,1,3.3,1,3.0,0,0.0,0,0.0
2022-03-20,6,Mar,Spring,0,7.2,47.0,1,overcast,0.7,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2022-03-21,0,Mar,Spring,1,8.9,55.0,1,overcast,0.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-22,1,Mar,Spring,0,10.1,40.0,0,sunny,0.73,1,3.4,0,0.0,1,4.6,0,0.0,1,3.2,0,0.0,0,0.0
2022-03-23,2,Mar,Spring,0,10.8,57.0,0,sunny,0.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-24,3,Mar,Spring,0,9.5,69.0,1,overcast,0.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-25,4,Mar,Spring,0,7.7,39.0,1,overcast,0.64,0,0.0,1,3.1,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0
2022-03-26,5,Mar,Spring,0,6.5,52.0,0,sunny,0.76,1,3.6,0,0.0,1,4.8,0,0.0,1,2.9,0,0.0,0,0.0
2022-03-27,6,Mar,Spring,0,7.2,69.0,1,sunny,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-28,0,Mar,Spring,0,7.5,64.0,1,overcast,0.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-29,1,Mar,Spring,0,7.1,69.0,0,overcast,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-03-30,2,Mar,Spring,0,6.8,45.0,0,sunny,0.67,1,3.2,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0,0,0.0
2022-03-31,3,Mar,Spring,0,7.0,45.0,0,overcast,0.59,0,0.0,0,0.0,1,4.4,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-01,4,Apr,Spring,0,8.8,62.0,1,overcast,0.64,0,0.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0.0,0,0.0
2022-04-02,5,Apr,Spring,0,10.7,63.0,1,rainy,0.72,0,0.0,1,3.7,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2022-04-03,6,Apr,Spring,0,12.5,43.0,1,overcast,0.7,0,0.0,1,3.4,1,4.5,1,3.5,0,0.0,0,0.0,0,0.0
2022-04-04,0,Apr,Spring,0,13.1,59.0,0,overcast,0.62,0,0.0,0,0.0,1,4.6,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-05,1,Apr,Spring,0,13.6,48.0,1,sunny,0.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-06,2,Apr,Spring,0,12.1,46.0,0,overcast,0.75,1,3.1,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-07,3,Apr,Spring,0,10.2,56.0,0,sunny,0.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-08,4,Apr,Spring,0,9.7,67.0,1,rainy,0.61,0,0.0,1,3.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-09,5,Apr,Spring,0,10.5,41.0,0,sunny,0.88,1,3.9,1,3.3,1,5.1,0,0.0,1,3.1,0,0.0,0,0.0
2022-04-10,6,Apr,Spring,0,11.1,56.0,1,sunny,0.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-11,0,Apr,Spring,0,11.3,57.0,1,sunny,0.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-12,1,Apr,Spring,0,9.4,53.0,1,overcast,0.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-13,2,Apr,Spring,0,6.9,46.0,0,overcast,0.64,1,3.1,0,0.0,1,4.6,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-14,3,Apr,Spring,0,7.1,60.0,0,overcast,0.59,0,0.0,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-15,4,Apr,Spring,0,8.0,44.0,1,sunny,0.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-16,5,Apr,Spring,0,9.7,63.0,1,rainy,0.71,0,0.0,1,3.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-17,6,Apr,Spring,0,11.6,60.0,1,rainy,0.59,0,0.0,1,3.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-18,0,Apr,Spring,0,12.2,54.0,0,sunny,0.63,1,3.5,0,0.0,1,4.7,0,0.0,1,3.6,0,0.0,0,0.0
2022-04-19,1,Apr,Spring,0,12.1,61.0,0,rainy,0.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-20,2,Apr,Spring,0,12.1,47.0,0,sunny,0.78,1,3.4,0,0.0,1,4.5,0,0.0,1,2.9,0,0.0,0,0.0
2022-04-21,3,Apr,Spring,0,13.4,68.0,1,overcast,0.6,0,0.0,1,3.1,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2022-04-22,4,Apr,Spring,0,14.6,60.0,0,overcast,0.78,1,3.1,1,3.2,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-23,5,Apr,Spring,0,14.9,52.0,1,sunny,0.84,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-24,6,Apr,Spring,0,14.1,42.0,0,sunny,1.0,1,3.9,1,3.1,1,4.9,0,0.0,1,2.9,0,0.0,0,0.0
2022-04-25,0,Apr,Spring,0,11.4,45.0,0,sunny,0.76,1,3.4,0,0.0,1,4.5,0,0.0,1,3.0,0,0.0,0,0.0
2022-04-26,1,Apr,Spring,0,9.0,60.0,1,overcast,0.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-27,2,Apr,Spring,0,8.6,49.0,1,overcast,0.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-04-28,3,Apr,Spring,0,9.0,54.0,1,overcast,0.52,0,0.0,1,3.3,0,0.0,1,3.4,0,0.0,0,0.0,0,0.0
2022-04-29,4,Apr,Spring,1,10.5,42.0,1,sunny,0.83,1,3.3,1,3.2,1,4.5,1,3.3,1,3.2,0,0.0,0,0.0
2022-04-30,5,Apr,Spring,0,12.6,70.0,0,sunny,0.84,0,0.0,0,0.0,1,4.4,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-01,6,May,Spring,0,13.6,56.0,0,sunny,0.78,1,3.7,1,3.2,1,5.0,0,0.0,1,2.9,0,0.0,0,0.0
2022-05-02,0,May,Spring,0,15.0,57.0,1,sunny,0.62,0,0.0,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0,0,0.0
2022-05-03,1,May,Spring,1,16.8,53.0,1,sunny,0.77,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-04,2,May,Spring,1,17.7,72.0,0,rainy,0.82,0,0.0,1,3.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-05,3,May,Spring,1,17.7,83.0,0,overcast,0.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-06,4,May,Spring,0,17.7,58.0,0,sunny,0.8,1,3.5,0,0.0,1,4.8,0,0.0,1,3.1,0,0.0,0,0.0
2022-05-07,5,May,Spring,0,17.1,57.0,1,overcast,0.85,0,0.0,1,3.1,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2022-05-08,6,May,Spring,0,17.2,34.0,0,sunny,0.85,1,3.7,0,0.0,1,4.7,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-09,0,May,Spring,0,15.4,52.0,0,sunny,0.66,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-10,1,May,Spring,0,14.2,62.0,0,rainy,0.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-11,2,May,Spring,0,13.6,60.0,0,overcast,0.68,0,0.0,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-12,3,May,Spring,0,13.6,58.0,0,sunny,0.66,1,3.3,0,0.0,1,4.6,0,0.0,1,2.8,0,0.0,0,0.0
2022-05-13,4,May,Spring,0,14.5,60.0,0,overcast,0.74,0,0.0,0,0.0,1,4.7,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-14,5,May,Spring,0,13.9,77.0,0,sunny,0.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-15,6,May,Spring,0,13.4,37.0,1,sunny,0.73,1,3.3,1,3.1,1,4.4,1,3.1,1,2.8,0,0.0,0,0.0
2022-05-16,0,May,Spring,0,12.5,70.0,1,overcast,0.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-17,1,May,Spring,0,13.9,56.0,1,sunny,0.75,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0
2022-05-18,2,May,Spring,0,15.2,54.0,1,sunny,0.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-19,3,May,Spring,0,16.9,68.0,1,overcast,0.64,0,0.0,1,3.1,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0
2022-05-20,4,May,Spring,0,17.7,52.0,0,sunny,0.77,1,3.8,0,0.0,1,4.9,0,0.0,1,3.4,0,0.0,0,0.0
2022-05-21,5,May,Spring,0,16.4,77.0,1,sunny,0.68,0,0.0,0,0.0,0,0.0,1,3.2,1,2.8,0,0.0,1,3.1
2022-05-22,6,May,Spring,0,16.1,62.0,0,rainy,0.72,0,0.0,1,3.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-23,0,May,Spring,0,16.5,73.0,0,overcast,0.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-24,1,May,Spring,0,17.3,53.0,1,sunny,0.65,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9,0,0.0,0,0.0
2022-05-25,2,May,Spring,0,19.1,56.0,0,overcast,0.61,0,0.0,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-26,3,May,Spring,0,19.4,67.0,0,sunny,0.73,0,0.0,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0,0,0.0
2022-05-27,4,May,Spring,0,19.1,73.0,0,sunny,0.74,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9,0,0.0,0,0.0
2022-05-28,5,May,Spring,0,18.5,57.0,1,sunny,0.81,1,3.2,1,3.1,1,4.5,1,3.2,0,0.0,0,0.0,0,0.0
2022-05-29,6,May,Spring,0,18.0,72.0,0,rainy,0.67,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-30,0,May,Spring,0,19.6,69.0,1,sunny,0.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-05-31,1,May,Spring,0,21.1,78.0,1,rainy,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-06-01,2,Jun,Spring,0,22.1,83.0,0,overcast,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-06-02,3,Jun,Spring,0,21.6,70.0,0,sunny,0.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-06-03,4,Jun,Spring,0,20.9,53.0,0,overcast,0.75,1,3.4,1,3.2,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0
2022-06-04,5,Jun,Spring,0,19.6,74.0,0,sunny,0.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-06-05,6,Jun,Spring,0,18.9,70.0,1,overcast,0.67,0,0.0,1,3.5,0,0.0,1,3.5,0,0.0,0,0.0,0,0.0
2022-06-06,0,Jun,Spring,0,19.2,82.0,1,sunny,0.47,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0
2022-06-07,1,Jun,Spring,0,20.4,75.0,1,overcast,0.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022-06-08,2,Jun,Spring,0,22.3,71.0,1,sunny,0.66,0,0.0,0,0.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0.0
